+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121        122        123        124        125        126        127        128        129        130        131        132        133        134        135        136        137        138        139        140        141        142        143        144        145        146        147        148        149        150        151
Lista tabu: [((145,116,6.083),1), ((3,59,9.055),1), ((146,58,7.28),1), ((148,7,2.0),2), ((7,97,4.243),2), ((96,113,10.0),2), ((113,7,6.325),1), ((71,102,4.0),3), ((102,70,5.0),3), ((1,123,23.087),3), ((123,52,7.071),3), ((71,123,5.099),2), ((74,41,8.944),4), ((41,54,6.708),4), ((73,75,3.162),4), ((75,134,3.0),4), ((74,75,4.472),3), ((119,61,1.0),5), ((84,90,12.166),5), ((119,84,5.0),4), ((77,117,3.162),6), ((78,69,5.0),6), ((69,117,4.472),5), ((89,149,3.162),7), ((63,20,9.22),7), ((63,89,6.325),6), ((14,118,3.606),8), ((88,98,4.243),8), ((14,98,6.403),7), ((101,86,4.472),9), ((94,60,3.0),9), ((60,86,5.385),8), ((146,58,7.28),10), ((145,116,6.083),10), ((58,116,5.657),9), ((73,75,3.162),11), ((75,134,3.0),11), ((76,74,7.81),11), ((74,41,8.944),11), ((75,76,3.606),10), ((80,82,6.325),12), ((34,103,5.0),12), ((34,80,5.657),11), ((13,151,6.325),13), ((81,122,7.81),13), ((81,13,6.325),12)]

ADD: [(60,96,4.0)]

DROP: [(60,95,5.831), (95,1,12.042), (118,96,2.236), (96,113,10.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 56955 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


La solución anterior duró 0min 0seg    -------> Nuevo optimo local. Costo: 1079.28       ==> Optimo: 1053.0  Desvio: 2.5%

Lista tabu: [((1,93,18.385),1), ((93,99,3.162),1), ((98,38,5.099),1), ((60,96,4.0),2), ((96,1,14.866),2), ((118,95,4.123),2), ((95,113,7.071),2), ((60,95,5.831),1), ((3,59,9.055),3), ((59,1,9.055),3), ((1,138,13.342),3), ((138,88,5.657),3), ((3,138,5.831),2), ((13,151,6.325),4), ((151,81,0.0),4), ((55,110,6.403),4), ((110,139,7.28),4), ((13,110,2.828),3), ((105,62,8.246),5), ((118,95,4.123),5), ((95,105,6.083),4), ((98,38,5.099),6), ((60,96,4.0),6), ((98,60,5.0),5), ((100,105,0.0),7), ((105,62,8.246),7), ((86,94,2.828),7), ((86,105,5.657),6), ((146,58,7.28),8), ((145,116,6.083),8), ((58,116,5.657),7), ((1,148,10.44),9), ((84,90,12.166),9), ((148,90,3.162),8), ((19,115,8.246),10), ((83,107,6.0),10), ((49,83,5.385),10), ((115,83,5.831),9), ((1,14,11.18),11), ((118,95,4.123),11), ((95,14,4.472),10), ((23,42,4.243),12), ((146,58,7.28),12), ((146,23,6.0),11), ((97,100,2.236),13), ((105,62,8.246),13), ((97,105,2.236),12)]

ADD: [(118,93,5.099)]

DROP: [(14,118,3.606), (118,95,4.123), (1,93,18.385)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57455 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 2 seg. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57494 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1161.034

Lista tabu: [((41,54,6.708),1), ((54,1,4.472),1), ((1,29,6.325),1), ((76,57,4.123),2), ((57,24,7.28),2), ((111,5,4.123),2), ((111,57,9.22),1), ((118,14,3.606),3), ((14,1,11.18),3), ((41,54,6.708),3), ((14,54,9.22),2), ((101,92,3.162),4), ((92,142,5.385),4), ((120,45,2.236),4), ((45,92,6.403),3), ((13,77,7.071),5), ((117,78,2.236),5), ((78,77,4.123),4), ((53,19,7.616),6), ((19,115,8.246),6), ((61,119,1.0),6), ((119,19,7.616),5), ((119,105,7.616),7), ((105,100,0.0),7), ((93,38,2.828),7), ((38,105,6.0),6), ((92,142,5.385),8), ((62,86,4.472),8), ((86,142,7.81),7), ((96,118,2.236),9), ((118,14,3.606),9), ((94,60,3.0),9), ((60,1,17.804),9), ((14,60,9.055),8), ((119,105,7.616),10), ((100,97,2.236),10), ((98,96,3.0),10), ((98,105,7.071),9), ((1,53,11.314),11), ((53,19,7.616),11), ((28,147,3.162),11), ((28,53,8.544),10), ((89,128,5.657),12), ((53,19,7.616),12), ((1,53,11.314),12), ((89,53,9.055),11), ((68,140,12.806),13), ((140,40,3.162),13), ((5,73,8.944),13), ((5,140,6.403),12)]

ADD: [(8,49,7.28)]

DROP: [(49,107,9.434), (8,89,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57499 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1160.486

Lista tabu: [((53,19,7.616),1), ((19,115,8.246),1), ((61,119,1.0),1), ((119,105,7.616),2), ((105,100,0.0),2), ((93,38,2.828),2), ((38,105,6.0),1), ((92,142,5.385),3), ((62,86,4.472),3), ((86,142,7.81),2), ((96,118,2.236),4), ((118,14,3.606),4), ((94,60,3.0),4), ((60,1,17.804),4), ((14,60,9.055),3), ((119,105,7.616),5), ((100,97,2.236),5), ((98,96,3.0),5), ((98,105,7.071),4), ((1,53,11.314),6), ((53,19,7.616),6), ((28,147,3.162),6), ((28,53,8.544),5), ((89,128,5.657),7), ((53,19,7.616),7), ((1,53,11.314),7), ((89,53,9.055),6), ((68,140,12.806),8), ((140,40,3.162),8), ((5,73,8.944),8), ((5,140,6.403),7), ((49,107,9.434),18), ((8,89,6.325),18), ((8,49,7.28),16), ((97,95,4.0),10), ((98,96,3.0),10), ((96,97,4.243),9), ((131,55,2.236),11), ((55,1,22.804),11), ((29,139,4.472),11), ((139,110,7.28),11), ((55,110,6.403),10), ((94,60,3.0),12), ((60,1,17.804),12), ((100,97,2.236),12), ((97,95,4.0),12), ((60,95,5.831),11), ((93,38,2.828),13), ((99,101,3.162),13), ((93,99,3.162),12)]

ADD: [(124,108,6.083)]

DROP: [(65,124,20.025), (20,108,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57551 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1159.504

Lista tabu: [((118,14,3.606),1), ((138,3,5.831),1), ((59,138,5.657),1), ((146,42,4.243),2), ((23,134,1.0),2), ((146,23,6.0),1), ((105,100,0.0),3), ((97,95,4.0),3), ((95,100,6.083),2), ((93,38,2.828),4), ((99,101,3.162),4), ((38,101,2.828),3), ((101,92,3.162),5), ((38,99,1.414),5), ((93,38,2.828),5), ((92,38,5.099),4), ((41,54,6.708),6), ((54,1,4.472),6), ((113,1,5.0),6), ((54,113,6.083),5), ((94,60,3.0),7), ((60,1,17.804),7), ((100,97,2.236),7), ((97,95,4.0),7), ((60,95,5.831),6), ((42,23,4.243),8), ((134,76,3.162),8), ((23,76,4.123),7), ((1,90,9.0),9), ((148,113,6.0),9), ((90,113,5.831),8), ((101,92,3.162),10), ((86,94,2.828),10), ((62,86,4.472),10), ((92,86,3.162),9), ((66,104,16.401),11), ((121,52,8.0),11), ((52,104,6.708),10), ((95,7,3.162),12), ((7,148,2.0),12), ((14,1,11.18),12), ((7,14,7.071),11), ((106,27,5.0),13), ((29,139,4.472),13), ((106,139,7.071),12)]

ADD: [(126,9,5.831)]

DROP: [(47,126,11.18), (46,9,6.403)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57596 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1155.73

Lista tabu: [((138,3,5.831),1), ((145,88,3.606),1), ((101,92,3.162),2), ((38,99,1.414),2), ((93,38,2.828),2), ((92,38,5.099),1), ((118,14,3.606),3), ((138,3,5.831),3), ((59,138,5.657),3), ((138,118,5.099),2), ((106,27,5.0),4), ((29,139,4.472),4), ((106,139,7.071),3), ((69,151,2.0),5), ((81,34,15.297),5), ((69,81,2.0),4), ((15,120,3.606),6), ((120,45,2.236),6), ((101,92,3.162),6), ((101,120,7.071),5), ((102,2,5.0),7), ((2,70,4.472),7), ((51,112,7.81),7), ((51,2,6.325),6), ((137,72,6.083),8), ((136,36,2.236),8), ((35,136,8.544),8), ((72,136,7.071),7), ((101,92,3.162),9), ((92,142,5.385),9), ((120,45,2.236),9), ((45,92,6.403),8), ((105,100,0.0),10), ((100,97,2.236),10), ((60,1,17.804),10), ((60,100,2.236),9), ((96,118,2.236),11), ((118,14,3.606),11), ((60,1,17.804),11), ((60,118,6.083),10), ((38,99,1.414),12), ((99,101,3.162),12), ((119,105,7.616),12), ((99,105,5.099),11), ((139,110,7.28),13), ((106,27,5.0),13), ((27,139,5.0),12)]

ADD: [(20,108,3.606)]

DROP: [(20,124,3.162), (108,1,33.287)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57677 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1147.711

Lista tabu: [((97,95,4.0),1), ((96,118,2.236),1), ((117,78,2.236),2), ((78,103,7.211),2), ((34,82,2.828),2), ((82,80,6.325),2), ((78,80,6.403),1), ((97,95,4.0),3), ((95,7,3.162),3), ((118,14,3.606),3), ((95,118,4.123),2), ((69,151,2.0),4), ((151,81,0.0),4), ((77,117,3.162),4), ((117,78,2.236),4), ((69,117,4.472),3), ((102,2,5.0),5), ((2,70,4.472),5), ((51,112,7.81),5), ((51,2,6.325),4), ((119,105,7.616),6), ((100,97,2.236),6), ((98,96,3.0),6), ((98,105,7.071),5), ((38,99,1.414),7), ((101,92,3.162),7), ((92,99,4.472),6), ((17,62,4.472),8), ((86,94,2.828),8), ((17,86,6.325),7), ((1,43,25.495),9), ((43,16,9.22),9), ((145,88,3.606),9), ((43,145,6.708),8), ((92,142,5.385),10), ((142,17,3.0),10), ((141,87,12.042),10), ((87,114,7.071),10), ((17,87,6.325),9), ((15,120,3.606),11), ((45,39,10.817),11), ((15,45,5.657),10), ((119,105,7.616),12), ((105,100,0.0),12), ((60,1,17.804),12), ((60,105,2.236),11), ((95,7,3.162),13), ((148,113,6.0),13), ((95,148,5.099),12)]

ADD: [(104,72,6.403)]

DROP: [(137,72,6.083), (66,104,16.401)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57791 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1142.431

Lista tabu: [((1,149,22.361),1), ((63,11,6.325),1), ((109,12,11.402),1), ((38,99,1.414),2), ((99,101,3.162),2), ((96,118,2.236),2), ((99,118,8.246),1), ((70,133,1.414),3), ((133,1,11.402),3), ((28,147,3.162),3), ((133,147,9.22),2), ((134,76,3.162),4), ((42,23,4.243),4), ((146,42,4.243),4), ((76,42,8.062),3), ((119,105,7.616),5), ((97,95,4.0),5), ((97,119,7.81),4), ((38,99,1.414),6), ((62,86,4.472),6), ((38,62,8.944),5), ((1,59,9.055),7), ((138,3,5.831),7), ((3,59,9.055),6), ((114,18,5.0),8), ((18,85,6.083),8), ((126,46,1.0),8), ((18,126,8.246),7), ((27,150,3.606),9), ((139,110,7.28),9), ((27,110,7.616),8), ((84,61,4.243),10), ((119,105,7.616),10), ((105,61,8.544),9), ((46,47,10.77),11), ((9,126,5.831),11), ((1,9,26.249),11), ((47,9,9.434),10), ((93,38,2.828),12), ((38,99,1.414),12), ((97,95,4.0),12), ((38,95,9.22),11), ((90,84,12.166),13), ((61,119,1.0),13), ((90,61,9.055),12)]

ADD: [(81,55,8.062)]

DROP: [(81,34,15.297), (55,1,22.804)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57891 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1142.21

Lista tabu: [((96,118,2.236),1), ((95,7,3.162),1), ((90,84,12.166),2), ((61,119,1.0),2), ((90,61,9.055),1), ((130,4,4.243),3), ((4,1,22.361),3), ((30,122,2.0),3), ((122,80,7.81),3), ((4,80,3.606),2), ((119,105,7.616),4), ((105,100,0.0),4), ((1,93,18.385),4), ((93,105,4.472),3), ((122,80,7.81),5), ((69,151,2.0),5), ((1,69,21.378),5), ((69,80,9.055),4), ((1,69,21.378),6), ((131,135,6.708),6), ((69,135,7.81),5), ((92,142,5.385),7), ((62,86,4.472),7), ((86,142,7.81),6), ((41,54,6.708),8), ((54,1,4.472),8), ((113,1,5.0),8), ((54,113,6.083),7), ((63,11,6.325),9), ((109,12,11.402),9), ((91,33,4.472),9), ((109,33,8.062),8), ((69,151,2.0),10), ((139,110,7.28),10), ((69,110,7.211),9), ((1,9,26.249),11), ((9,126,5.831),11), ((90,84,12.166),11), ((9,84,7.211),10), ((59,138,5.657),12), ((14,1,11.18),12), ((59,14,6.083),11), ((51,112,7.81),13), ((77,117,3.162),13), ((13,77,7.071),13), ((77,112,7.071),12)]

ADD: [(67,104,9.487)]

DROP: [(104,72,6.403), (67,66,13.601)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 57985 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1141.651

Lista tabu: [((96,118,2.236),1), ((118,14,3.606),1), ((60,1,17.804),1), ((62,86,4.472),2), ((94,60,3.0),2), ((60,86,5.385),1), ((151,81,0.0),3), ((81,55,8.062),3), ((13,77,7.071),3), ((77,81,8.602),2), ((94,60,3.0),4), ((60,1,17.804),4), ((98,96,3.0),4), ((96,118,2.236),4), ((94,96,7.0),3), ((22,41,7.071),5), ((41,54,6.708),5), ((59,138,5.657),5), ((41,138,8.544),4), ((88,98,4.243),6), ((98,96,3.0),6), ((86,94,2.828),6), ((86,98,9.055),5), ((141,87,12.042),7), ((87,114,7.071),7), ((92,142,5.385),7), ((142,17,3.0),7), ((114,142,9.434),6), ((70,133,1.414),8), ((133,1,11.402),8), ((1,29,6.325),8), ((29,133,9.487),7), ((80,82,6.325),9), ((82,34,2.828),9), ((117,78,2.236),9), ((78,103,7.211),9), ((82,103,7.81),8), ((96,118,2.236),10), ((118,14,3.606),10), ((94,60,3.0),10), ((60,1,17.804),10), ((14,60,9.055),9), ((18,85,6.083),11), ((85,6,4.123),11), ((62,86,4.472),11), ((85,62,7.071),10), ((76,57,4.123),12), ((57,24,7.28),12), ((73,75,3.162),12), ((57,75,7.071),11), ((119,105,7.616),13), ((97,95,4.0),13), ((95,105,6.083),12)]

ADD: [(26,140,7.81)]

DROP: [(26,1,33.541), (140,40,3.162), (68,140,12.806)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58085 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 5 seg. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58087 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1162.442

Lista tabu: [((28,147,3.162),12), ((147,1,5.0),12), ((148,113,6.0),12), ((113,147,7.071),11), ((69,151,2.0),13), ((151,81,0.0),13), ((117,78,2.236),13), ((151,117,5.657),12)]

ADD: [(4,130,4.243)]

DROP: [(52,130,13.454), (121,4,13.153)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58200 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1161.883

Lista tabu: [((5,73,8.944),1), ((75,74,4.472),1), ((2,70,4.472),2), ((70,133,1.414),2), ((112,28,7.071),2), ((28,70,7.28),1), ((133,1,11.402),3), ((128,32,4.123),3), ((89,128,5.657),3), ((128,133,8.246),2), ((63,11,6.325),4), ((12,127,7.616),4), ((127,11,8.544),3), ((75,74,4.472),5), ((22,41,7.071),5), ((41,74,8.944),4), ((1,93,18.385),6), ((93,38,2.828),6), ((100,97,2.236),6), ((97,95,4.0),6), ((38,97,7.28),5), ((137,72,6.083),7), ((72,67,9.434),7), ((66,104,16.401),7), ((104,10,5.0),7), ((72,10,8.246),6), ((92,142,5.385),8), ((62,86,4.472),8), ((86,142,7.81),7), ((81,34,15.297),9), ((122,30,2.0),9), ((80,122,7.81),9), ((81,122,7.81),8), ((1,93,18.385),10), ((93,38,2.828),10), ((118,14,3.606),10), ((14,93,8.544),9), ((105,100,0.0),11), ((100,97,2.236),11), ((99,101,3.162),11), ((101,100,8.246),10), ((102,2,5.0),12), ((2,70,4.472),12), ((103,51,2.828),12), ((2,103,8.0),11), ((138,3,5.831),13), ((118,14,3.606),13), ((3,14,9.434),12)]

ADD: [(26,140,7.81)]

DROP: [(26,1,33.541), (140,40,3.162), (68,140,12.806)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58257 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1156.603

Lista tabu: [((34,82,2.828),1), ((82,80,6.325),1), ((117,78,2.236),1), ((78,103,7.211),1), ((88,98,4.243),2), ((96,118,2.236),2), ((96,88,6.708),1), ((150,111,7.616),3), ((22,41,7.071),3), ((150,22,8.544),2), ((114,18,5.0),4), ((18,85,6.083),4), ((17,62,4.472),4), ((18,62,9.22),3), ((93,38,2.828),5), ((86,94,2.828),5), ((93,86,6.0),4), ((1,43,25.495),6), ((43,16,9.22),6), ((145,88,3.606),6), ((43,88,7.211),5), ((96,118,2.236),7), ((7,148,2.0),7), ((96,148,8.0),6), ((86,94,2.828),8), ((99,101,3.162),8), ((38,99,1.414),8), ((99,86,3.162),7), ((139,110,7.28),9), ((13,77,7.071),9), ((27,150,3.606),9), ((13,150,7.28),8), ((81,34,15.297),10), ((34,82,2.828),10), ((78,103,7.211),10), ((34,78,9.0),9), ((1,29,6.325),11), ((112,28,7.071),11), ((1,112,9.22),10), ((100,97,2.236),12), ((97,95,4.0),12), ((86,94,2.828),12), ((97,86,7.81),11), ((5,73,8.944),13), ((74,22,3.162),13), ((22,73,4.472),12)]

ADD: [(81,55,8.062)]

DROP: [(81,34,15.297), (55,1,22.804)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58259 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1155.769

Lista tabu: [((150,111,7.616),1), ((22,41,7.071),1), ((114,18,5.0),2), ((18,85,6.083),2), ((17,62,4.472),2), ((18,62,9.22),1), ((93,38,2.828),3), ((86,94,2.828),3), ((93,86,6.0),2), ((1,43,25.495),4), ((43,16,9.22),4), ((145,88,3.606),4), ((43,88,7.211),3), ((96,118,2.236),5), ((7,148,2.0),5), ((96,148,8.0),4), ((86,94,2.828),6), ((99,101,3.162),6), ((38,99,1.414),6), ((99,86,3.162),5), ((139,110,7.28),7), ((13,77,7.071),7), ((27,150,3.606),7), ((13,150,7.28),6), ((81,34,15.297),8), ((34,82,2.828),8), ((78,103,7.211),8), ((34,78,9.0),7), ((1,29,6.325),9), ((112,28,7.071),9), ((1,112,9.22),8), ((100,97,2.236),10), ((97,95,4.0),10), ((86,94,2.828),10), ((97,86,7.81),9), ((5,73,8.944),11), ((74,22,3.162),11), ((22,73,4.472),10), ((81,34,15.297),21), ((55,1,22.804),21), ((81,55,8.062),19), ((69,151,2.0),13), ((81,55,8.062),13), ((151,55,8.062),12)]

ADD: [(40,26,9.434)]

DROP: [(40,56,11.402), (26,140,7.81)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58273 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1154.787

Lista tabu: [((81,34,15.297),7), ((55,1,22.804),7), ((81,55,8.062),5), ((40,56,11.402),9), ((26,140,7.81),9), ((40,26,9.434),7), ((90,84,12.166),1), ((61,119,1.0),1), ((69,151,2.0),2), ((151,81,0.0),2), ((77,117,3.162),2), ((117,78,2.236),2), ((69,117,4.472),1), ((143,15,6.0),3), ((43,16,9.22),3), ((1,43,25.495),3), ((15,43,9.22),2), ((12,127,7.616),4), ((64,91,4.472),4), ((12,64,8.062),3), ((63,11,6.325),5), ((109,12,11.402),5), ((149,63,3.162),5), ((149,11,7.071),4), ((97,95,4.0),6), ((96,118,2.236),6), ((97,118,6.403),5), ((69,151,2.0),7), ((151,81,0.0),7), ((13,77,7.071),7), ((77,117,3.162),7), ((69,77,7.616),6), ((2,70,4.472),8), ((133,1,11.402),8), ((133,2,4.243),7), ((103,51,2.828),9), ((122,80,7.81),9), ((103,80,8.062),8), ((69,151,2.0),10), ((25,30,7.071),10), ((30,151,9.434),9), ((28,147,3.162),11), ((147,1,5.0),11), ((1,90,9.0),11), ((147,90,7.211),10), ((65,124,20.025),12), ((20,108,3.606),12), ((125,48,4.0),12), ((125,124,9.434),11), ((1,9,26.249),13), ((9,46,6.403),13), ((90,84,12.166),13), ((9,84,7.211),12)]

ADD: [(9,126,5.831)]

DROP: [(9,46,6.403), (126,47,11.18)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58354 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1148.735

Lista tabu: [((114,18,5.0),1), ((18,85,6.083),1), ((126,46,1.0),1), ((82,34,2.828),2), ((34,1,24.759),2), ((103,51,2.828),2), ((51,34,7.81),1), ((139,110,7.28),3), ((27,150,3.606),3), ((139,150,7.616),2), ((1,4,22.361),4), ((130,79,5.0),4), ((4,79,9.22),3), ((15,120,3.606),5), ((120,45,2.236),5), ((62,86,4.472),5), ((86,120,9.487),4), ((1,4,22.361),6), ((4,130,4.243),6), ((78,103,7.211),6), ((4,103,7.211),5), ((119,105,7.616),7), ((97,95,4.0),7), ((97,119,7.81),6), ((88,98,4.243),8), ((98,96,3.0),8), ((60,1,17.804),8), ((98,60,5.0),7), ((1,43,25.495),9), ((43,16,9.22),9), ((58,145,3.606),9), ((58,43,8.0),8), ((38,99,1.414),10), ((99,101,3.162),10), ((100,97,2.236),10), ((99,100,5.099),9), ((116,146,6.708),11), ((146,42,4.243),11), ((75,74,4.472),11), ((75,146,7.616),10), ((94,60,3.0),12), ((60,1,17.804),12), ((100,97,2.236),12), ((97,95,4.0),12), ((60,95,5.831),11), ((62,86,4.472),13), ((94,60,3.0),13), ((62,94,6.0),12)]

ADD: [(104,67,9.487)]

DROP: [(72,67,9.434), (66,104,16.401)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58454 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 7 seg. Admitimos el penultimo optimo local 

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58822 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1079.28

Lista tabu: [((57,76,4.123),1), ((76,74,7.81),1), ((134,23,1.0),1), ((23,42,4.243),1), ((39,45,10.817),2), ((142,87,6.083),2), ((17,142,3.0),2), ((45,142,3.162),1), ((105,62,8.246),3), ((62,114,7.071),3), ((86,94,2.828),3), ((62,86,4.472),2), ((98,38,5.099),4), ((94,60,3.0),4), ((98,94,7.616),3), ((63,20,9.22),5), ((108,12,3.606),5), ((63,108,8.602),4), ((19,115,8.246),6), ((107,53,7.211),6), ((19,107,7.071),5), ((23,42,4.243),7), ((75,134,3.0),7), ((73,75,3.162),7), ((42,75,7.211),6), ((84,90,12.166),8), ((90,1,9.0),8), ((95,113,7.071),8), ((90,113,5.831),7), ((1,128,13.928),9), ((128,89,5.657),9), ((32,11,8.062),9), ((11,109,2.236),9), ((128,32,4.123),8), ((5,140,6.403),10), ((57,76,4.123),10), ((24,57,7.28),10), ((5,57,8.246),9), ((103,51,2.828),11), ((51,2,6.325),11), ((112,77,7.071),11), ((77,117,3.162),11), ((51,117,7.81),10), ((105,62,8.246),12), ((62,114,7.071),12), ((86,94,2.828),12), ((62,94,6.0),11), ((3,59,9.055),13), ((59,1,9.055),13), ((1,138,13.342),13), ((138,88,5.657),13), ((3,138,5.831),12)]

ADD: [(118,93,5.099)]

DROP: [(14,118,3.606), (118,95,4.123), (1,93,18.385)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58922 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 9 seg en NODO 0. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 58945 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1161.46

